Id,Label,PageRank,DegreeCentrality,BetweennessCentrality,ClosenessCentrality,Community,InDegree,OutDegree,TotalDegree
3998,3998,0.01584895852691536,0.11503067484662577,0.002151008830209305,0.01376985193359215,2,72,3,75
88,88,0.06291755390913922,0.3450920245398773,0.0,0.03593645380264669,0,225,0,225
197061,197061,0.0006400835169744599,0.004601226993865031,0.0,0.0,0,1,2,3
89805,89805,0.0008961534973490783,0.046012269938650305,0.0003416169555096925,0.0004601226993865031,2,3,27,30
377122,377122,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
120477,120477,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
80101,80101,0.0024917903269728306,0.009202453987730062,1.4135874021090724e-05,0.00023596035865974517,3,2,4,6
207711,207711,0.0016397023460630316,0.003067484662576687,0.0,6.668444918644971e-05,3,1,1,2
26158,26158,0.0012378153085448823,0.023006134969325152,0.00041936426262569146,0.0010267200730112052,5,5,10,15
11852,11852,0.0004311397742572041,0.004601226993865031,0.0,0.0,2,0,3,3
62391,62391,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
17527,17527,0.0008597798659692954,0.009202453987730062,0.0,4.2603953646898434e-05,10,2,4,6
81181,81181,0.0009502155785588416,0.012269938650306749,4.711958007030241e-06,4.2603953646898434e-05,10,2,6,8
220058,220058,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
50219,50219,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
4665,4665,0.0009581436256361499,0.007668711656441718,2.3559790035151207e-06,0.0028127428362365336,1,4,1,5
6940,6940,0.012122243603606015,0.02147239263803681,0.0008057448192021713,0.0021222940263951793,4,11,3,14
32972,32972,0.007189603907362895,0.009202453987730062,8.245926512302922e-05,0.0009761808292069001,4,5,1,6
142160,142160,0.0005594359687390184,0.004601226993865031,0.0,0.00021910604732690623,2,1,2,3
64911,64911,0.0010738420442870497,0.013803680981595092,0.001192125375778651,0.006443546063996676,2,2,7,9
162402,162402,0.0019004654114980262,0.01687116564417178,4.0051643059757055e-05,0.0005112474437627812,9,4,7,11
131327,131327,0.0008630011111204369,0.006134969325153374,0.0,0.00013146362839614373,9,1,3,4
407912,407912,0.0004311397742572041,0.004601226993865031,0.0,0.0,2,0,3,3
13808,13808,0.019084024947360743,0.018404907975460124,0.0,0.004543382997370727,7,11,1,12
181190,181190,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
5516,5516,0.0007977003299195306,0.0015337423312883436,0.0,5.112474437627812e-05,-1,1,0,1
360368,360368,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
266400,266400,0.0004311397742572041,0.0015337423312883436,0.0,0.0,4,0,1,1
19913,19913,0.0019672219536386103,0.013803680981595092,0.0,0.001280753905508823,4,9,0,9
35729,35729,0.0006151205071282077,0.009202453987730062,1.8847832028120966e-05,0.0003485778025655326,2,2,4,6
38819,38819,0.0006253507047471183,0.004601226993865031,9.423916014060483e-06,0.0002788622420524261,6,1,2,3
9021,9021,0.01504044308293109,0.027607361963190184,0.0014371471921442237,0.0022449534929744708,6,13,5,18
53508,53508,0.0004311397742572041,0.018404907975460124,0.0,0.0,2,0,12,12
85795,85795,0.0004311397742572041,0.004601226993865031,0.0,0.0,2,0,3,3
13813,13813,0.005199683308152568,0.049079754601226995,0.0029991612714747487,0.010533544052812054,2,29,3,32
163806,163806,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
677,677,0.010887679650529298,0.07822085889570553,0.0,0.009489062403172833,1,51,0,51
13854,13854,0.001504797994498801,0.004601226993865031,0.0,0.0,1,1,2,3
436078,436078,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
216655,216655,0.0007967869730532624,0.004601226993865031,0.0,0.000165809981760902,3,2,1,3
67382,67382,0.0025943017599430436,0.019938650306748466,0.0017127967355554928,0.003792335490377342,5,5,8,13
215057,215057,0.0004311397742572041,0.004601226993865031,0.0,0.0,3,0,3,3
1276,1276,0.002720190504123747,0.032208588957055216,0.0003180571654745413,0.00203117227657105,3,15,6,21
247514,247514,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
69970,69970,0.0015399623468313828,0.007668711656441718,3.769566405624193e-05,0.00023396069460330667,13,2,3,5
141619,141619,0.001540529299646127,0.009202453987730062,8.717122313005947e-05,0.00020602508927753868,13,2,4,6
75798,75798,0.0004311397742572041,0.009202453987730062,0.0,0.0,2,0,6,6
28951,28951,0.0007736502398144917,0.009202453987730062,0.0003298370604921169,0.005735587552627272,0,3,3,6
1988,1988,0.011360897147467885,0.09202453987730061,0.0,0.007347732297225461,3,60,0,60
27311,27311,0.0004311397742572041,0.006134969325153374,0.0,0.0,1,0,4,4
42180,42180,0.0008323917294290814,0.007668711656441718,2.3559790035151207e-06,0.00015337423312883436,19,2,3,5
42179,42179,0.0009894150241221667,0.003067484662576687,0.0,0.00021910604732690623,19,2,0,2
209640,209640,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
90442,90442,0.0004311397742572041,0.006134969325153374,0.0,0.0,2,0,4,4
92066,92066,0.0004311397742572041,0.004601226993865031,0.0,0.0,2,0,3,3
221491,221491,0.0004311397742572041,0.010736196319018405,0.0,0.0,2,0,7,7
30478,30478,0.0004311397742572041,0.0015337423312883436,0.0,0.0,2,0,1,1
14957,14957,0.0007977003299195306,0.003067484662576687,3.533968505272681e-05,7.668711656441718e-05,2,1,1,2
3533,3533,0.0005760983631090032,0.013803680981595092,3.769566405624193e-05,0.00025562372188139056,2,2,7,9
11991,11991,0.004871196215613267,0.03067484662576687,0.0012357109873436809,0.003957477345640795,2,15,5,20
92274,92274,0.0017380613070776818,0.018404907975460124,0.00013429080320036187,0.0009615690263517594,2,6,6,12
11118,11118,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
20683,20683,0.0028675805773927133,0.003067484662576687,0.0,8.072328059412334e-05,-1,1,1,2
142345,142345,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
133894,133894,0.0028675805773927133,0.003067484662576687,0.0,8.072328059412334e-05,-1,1,1,2
191140,191140,0.0009332450420161706,0.003067484662576687,0.0,0.00030674846625766873,9,2,0,2
164933,164933,0.0006806586060339863,0.009202453987730062,2.3559790035151207e-06,0.00017041581458759374,15,2,4,6
74039,74039,0.0009224438202580916,0.003067484662576687,0.0,0.00020449897750511248,15,2,0,2
372150,372150,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
275600,275600,0.0028675805773927133,0.003067484662576687,0.0,8.072328059412334e-05,-1,1,1,2
388659,388659,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
56968,56968,0.001390485561236358,0.004601226993865031,0.0,0.003442657866519127,2,2,1,3
9036,9036,0.0004311397742572041,0.003067484662576687,0.0,0.0,6,0,2,2
123517,123517,0.001150521603232538,0.003067484662576687,0.0,0.00017041581458759374,0,1,1,2
111728,111728,0.001409619646241301,0.004601226993865031,2.3559790035151207e-06,8.520790729379687e-05,0,1,2,3
131851,131851,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
553,553,0.001048458525517537,0.004601226993865031,1.1779895017575603e-05,0.00036173168190762825,9,2,1,3
227353,227353,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
324955,324955,0.000784097471001915,0.006134969325153374,0.0,0.0,23,1,3,4
50250,50250,0.0009422039558918815,0.006134969325153374,8.952720213357458e-05,0.00025562372188139056,6,1,3,4
6765,6765,0.0004467249002157762,0.004601226993865031,0.0,0.00035394053798961777,7,1,2,3
76165,76165,0.0008148312735350682,0.012269938650306749,0.00012015492917927115,0.0005521472392638037,2,3,5,8
98204,98204,0.0017644114378246136,0.019938650306748466,0.0013028563889438617,0.003165901419539916,11,7,6,13
26153,26153,0.001473891089139229,0.013803680981595092,8.952720213357458e-05,0.0020248390224932257,11,7,2,9
158955,158955,0.0004311397742572041,0.009202453987730062,0.0,0.0,3,0,6,6
177652,177652,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
182906,182906,0.0007300585785848517,0.010736196319018405,2.5915769038666328e-05,0.00025562372188139056,0,2,5,7
49179,49179,0.0006464967070984929,0.004601226993865031,0.0,9.022013713460845e-05,0,1,2,3
230370,230370,0.0004311397742572041,0.004601226993865031,0.0,0.0,4,0,3,3
29252,29252,0.0004311397742572041,0.004601226993865031,0.0,0.0,0,0,3,3
68285,68285,0.001332057026423719,0.009202453987730062,4.0051643059757055e-05,0.0004182933630786392,3,3,3,6
77058,77058,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
5859,5859,0.005167123794453389,0.007668711656441718,0.0,0.00040599061710573805,10,4,1,5
9704,9704,0.0011089194377952034,0.006134969325153374,0.0,0.0031186094069529653,2,4,0,4
98430,98430,0.0015613457437556144,0.007668711656441718,7.067937010545362e-06,0.0005577244841048522,0,2,3,5
98433,98433,0.0010581771446240248,0.004601226993865031,0.0,0.00015730690577316344,0,1,2,3
130816,130816,0.0026090535494095535,0.007668711656441718,7.067937010545362e-06,0.00043821209465381246,1,2,3,5
130814,130814,0.0017973216380742093,0.004601226993865031,0.0,0.000165809981760902,1,1,2,3
140402,140402,0.0004311397742572041,0.0015337423312883436,0.0,0.0,-1,0,1,1
216,216,0.001497884282568634,0.004601226993865031,0.0,0.0004452800316643578,-1,3,0,3
14615,14615,0.0012354027737626117,0.013803680981595092,2.8271748042181448e-05,0.001154817755322988,4,6,3,9
14588,14588,0.002146384784579338,0.007668711656441718,0.0,0.0009959365787586645,4,5,0,5
149327,149327,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
202696,202696,0.0006540359481220986,0.003067484662576687,0.0,0.00020299530855286902,9,1,1,2
167376,167376,0.0006456603606585813,0.009202453987730062,7.067937010545362e-06,0.00019171779141104295,1,1,5,6
139524,139524,0.0006307641973030562,0.006134969325153374,2.3559790035151207e-06,9.585889570552147e-05,1,1,3,4
190358,190358,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
314122,314122,0.0020767289162964995,0.003067484662576687,0.0,0.00017041581458759374,-1,1,1,2
372414,372414,0.0036584322384889266,0.006134969325153374,0.0,9.585889570552147e-05,-1,2,2,4
331789,331789,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
57324,57324,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
57319,57319,0.0028675805773927133,0.003067484662576687,0.0,9.585889570552147e-05,-1,1,1,2
71311,71311,0.0004311397742572041,0.004601226993865031,0.0,0.0,0,0,3,3
8855,8855,0.0027930300432056298,0.003067484662576687,0.0,0.0017416531791167947,6,1,1,2
39885,39885,0.002820382649092436,0.015337423312883436,0.00044763601066787295,0.008998204095459424,2,7,3,10
10179,10179,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
103447,103447,0.003774454688981094,0.01687116564417178,0.001521962436270768,0.008703152046776581,2,6,5,11
105143,105143,0.0004311397742572041,0.003067484662576687,0.0,0.0,6,0,2,2
15439,15439,0.0004311397742572041,0.006134969325153374,0.0,0.0,2,0,4,4
206362,206362,0.0004311397742572041,0.006134969325153374,0.0,0.0,11,0,4,4
236994,236994,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
257094,257094,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
29937,29937,0.0004311397742572041,0.003067484662576687,0.0,0.0,2,0,2,2
32243,32243,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
7569,7569,0.0008524145560632456,0.006134969325153374,0.0,0.00025562372188139056,-1,2,2,4
58574,58574,0.0011011928854077712,0.003067484662576687,0.0,0.0002788622420524261,-1,2,0,2
93500,93500,0.0007213321517441016,0.004601226993865031,0.0,0.00015337423312883436,-1,1,2,3
271558,271558,0.0007849800799522863,0.004601226993865031,0.0,0.00010224948875255624,-1,1,2,3
93502,93502,0.0014016061687804238,0.007668711656441718,1.1779895017575603e-05,0.0007668711656441718,12,3,2,5
105601,105601,0.0013768082735248286,0.003067484662576687,0.0,0.0004979682893793322,12,2,0,2
27483,27483,0.0009919026213515575,0.003067484662576687,0.0,0.0010240119422548289,3,2,0,2
135369,135369,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
150857,150857,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
168893,168893,0.0028675805773927133,0.003067484662576687,0.0,0.00030674846625766873,-1,1,1,2
107766,107766,0.0028675805773927133,0.003067484662576687,0.0,0.00010955302366345311,-1,1,1,2
20533,20533,0.0028675805773927133,0.003067484662576687,0.0,0.00021910604732690623,-1,1,1,2
251241,251241,0.0028675805773927133,0.003067484662576687,0.0,0.00010955302366345311,-1,1,1,2
218218,218218,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
42064,42064,0.0028675805773927133,0.003067484662576687,0.0,0.00010955302366345311,-1,1,1,2
229447,229447,0.0004311397742572041,0.004601226993865031,0.0,0.0,3,0,3,3
238310,238310,0.0010196426243397848,0.004601226993865031,0.0,0.00010955302366345311,0,1,2,3
238311,238311,0.0010380874037878216,0.004601226993865031,0.0,0.00010955302366345311,0,1,2,3
2564,2564,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
27705,27705,0.0013101188639719505,0.009202453987730062,0.0001814103832706643,0.0002788622420524261,4,2,4,6
8835,8835,0.0008643954011590311,0.003067484662576687,0.0,0.00017041581458759374,4,1,1,2
302797,302797,0.0004311397742572041,0.007668711656441718,0.0,0.0,2,0,5,5
318856,318856,0.0028675805773927133,0.003067484662576687,0.0,0.00019171779141104295,-1,1,1,2
406640,406640,0.0028675805773927133,0.003067484662576687,0.0,0.00010955302366345311,-1,1,1,2
344696,344696,0.0004311397742572041,0.003067484662576687,0.0,0.0,4,0,2,2
34796,34796,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
408904,408904,0.0028675805773927133,0.003067484662576687,0.0,0.00015337423312883436,-1,1,1,2
408905,408905,0.0028675805773927133,0.003067484662576687,0.0,0.00010955302366345311,-1,1,1,2
3994,3994,0.001410574558769164,0.009202453987730062,2.3559790035151207e-05,0.0011247443762781185,1,5,1,6
51640,51640,0.0004311397742572041,0.004601226993865031,0.0,0.0,1,0,3,3
54135,54135,0.0028675805773927133,0.003067484662576687,0.0,0.00021910604732690623,-1,1,1,2
92500,92500,0.0028675805773927133,0.003067484662576687,0.0,0.00010955302366345311,-1,1,1,2
7020,7020,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
103986,103986,0.0004311397742572041,0.003067484662576687,0.0,0.0,16,0,2,2
7690,7690,0.005137241206504067,0.006134969325153374,0.0,0.00034083162917518747,16,3,1,4
120063,120063,0.0005194732977788397,0.006134969325153374,0.0,0.0,2,1,3,4
136111,136111,0.0004311397742572041,0.006134969325153374,0.0,0.0,3,0,4,4
152942,152942,0.0004311397742572041,0.003067484662576687,0.0,0.0,1,0,2,2
349,349,0.0031266449021163153,0.027607361963190184,0.0,0.004271727362590808,1,18,0,18
16990,16990,0.0004311397742572041,0.007668711656441718,0.0,0.0,2,0,5,5
216056,216056,0.0005893868875276294,0.004601226993865031,0.0,0.0,0,1,2,3
240790,240790,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
204755,204755,0.0010678727558332312,0.003067484662576687,0.0,0.00025562372188139056,-1,2,0,2
33833,33833,0.002295056245876028,0.010736196319018405,0.00019790223629527015,0.0015683055387539964,6,4,3,7
35376,35376,0.005565298743527695,0.018404907975460124,0.0024384382686381497,0.0027561805260280627,4,6,6,12
36417,36417,0.0006148001737134969,0.007668711656441718,0.0,0.0,7,1,4,5
389,389,0.0005533266261446463,0.003067484662576687,0.0,0.00025562372188139056,0,1,1,2
403954,403954,0.0004311397742572041,0.007668711656441718,0.0,0.0,2,0,5,5
519,519,0.0011980107203394884,0.009202453987730062,0.0,0.003616997252437051,5,6,0,6
41828,41828,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
61287,61287,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
68132,68132,0.0006997832032178775,0.003067484662576687,0.0,0.00019719544259421562,13,1,1,2
7501,7501,0.0004311397742572041,0.004601226993865031,0.0,0.0,3,0,3,3
76667,76667,0.0011535476440876205,0.003067484662576687,0.0,0.0005112474437627811,7,1,1,2
52908,52908,0.004647846459677963,0.013803680981595092,3.769566405624193e-05,0.000663239927043608,7,4,5,9
81405,81405,0.0004311397742572041,0.013803680981595092,0.0,0.0,1,0,9,9
16801,16801,0.00288346329707769,0.006134969325153374,0.0,0.008230530282474297,2,4,0,4
50218,50218,0.00512296816061324,0.004601226993865031,0.0,0.0014886322627210393,6,2,1,3
100103,100103,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
118274,118274,0.0004311397742572041,0.0015337423312883436,0.0,0.0,0,0,1,1
121179,121179,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
127479,127479,0.0004311397742572041,0.006134969325153374,0.0,0.0,0,0,4,4
138461,138461,0.0004311397742572041,0.0015337423312883436,0.0,0.0,4,0,1,1
37502,37502,0.012013203689712804,0.009202453987730062,0.0,0.0007668711656441718,4,5,1,6
166174,166174,0.0004311397742572041,0.0015337423312883436,0.0,0.0,2,0,1,1
168699,168699,0.0004311397742572041,0.003067484662576687,0.0,0.0,3,0,2,2
168820,168820,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
187458,187458,0.0005083025003483718,0.004601226993865031,2.3559790035151207e-06,0.00025562372188139056,15,1,2,3
2014,2014,0.003481547260454706,0.012269938650306749,7.067937010545362e-06,0.001003904071388734,8,6,2,8
20730,20730,0.0004311397742572041,0.003067484662576687,0.0,0.0,0,0,2,2
20971,20971,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
79100,79100,0.0028675805773927133,0.003067484662576687,0.0,0.00012781186094069528,-1,1,1,2
232850,232850,0.0004311397742572041,0.004601226993865031,0.0,0.0,3,0,3,3
285111,285111,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
3424,3424,0.0028675805773927133,0.003067484662576687,0.0,0.00012781186094069528,-1,1,1,2
292088,292088,0.0008430693858654023,0.004601226993865031,7.067937010545362e-06,0.00017041581458759374,8,1,2,3
129929,129929,0.0008612537848332688,0.004601226993865031,4.711958007030241e-06,0.00012781186094069528,8,1,2,3
338829,338829,0.001029497670107975,0.003067484662576687,0.0,0.00021910604732690623,1,1,1,2
145851,145851,0.0013066341855662994,0.004601226993865031,2.3559790035151207e-06,0.00012781186094069528,1,1,2,3
373673,373673,0.0028675805773927133,0.003067484662576687,0.0,0.00025562372188139056,-1,1,1,2
373672,373672,0.0028675805773927133,0.003067484662576687,0.0,0.00012781186094069528,-1,1,1,2
377965,377965,0.0028675805773927133,0.003067484662576687,0.0,0.0,-1,1,1,2
41655,41655,0.0005675541844575391,0.004601226993865031,0.0,0.0007513474578376095,2,1,2,3
